CATEGORY	DATE	TWEET
Health	2023-03-14	"@NealBrowning @perrochon @CorySteuben @live_munro @Tesla @elonmusk @LimitingThe Battery pack is a pool of energy and would never require on or off state. The states would be charging, discharging, full, or ""empty"". BMS would manage this energy pool to deliver energy to motors, sensors, electronics etc as needed. Why deep sleep needed?"
Health	2023-03-14	@theblackspiderm Early Tesla I guess
Health	2023-03-14	"@Tesla That doesn't count. It is not running ""on"" the tesla, it is running ""through"" the tesla. Steam Remote Play or Nvidea Now!"
Health	2023-03-14	@CorySteuben @Tesla @elonmusk @LimitingThe I'm expecting the next-gen will use iron-phosphate batteries to keep cost low. So, will a LiFePO Low Voltage battery be developed or is a regular lithium battery more suitable? If dissimilar batteries, will that integrate well with cooling system, etc?
Health	2023-03-14	Tesla walks away from 6.5 million in California Grants for super chargers because the regulation and payment systems were too cumbersome. Another One bites the dust @GavinNewsom @elonmusk @SpeakerMcCarthy
Health	2023-03-14	Teslas are dope until u gotta charge that mofo
Health	2023-03-14	@R0BLY0NS @MatthewJshow @elonmusk Like most Tesla owners, I'll keep my Mercedes as backup.
Health	2023-03-14	@mkryst70 @Wilfrid55B @Xil_llix @JustinTrudeau EQuinox this summer, Blazer in the fall, Silverado early 2024. Hummer is a loss leader to get the name out. The way Tesla started with the Roadster for the early adopters. Their SEMI is great, but is sucking up big battery resources from volume car business.
Health	2023-03-14	Saw a Tesla in the Dollar Tree parking lot
Health	2023-03-14	@DanaCha33374896 @Tesla Dang. I pay about that much on Allstate
Health	2023-03-14	@cournape @ESYudkowsky Affordable to who? I could see something like a Tesla bot with Palm-E in it doing something like this. 2025 is tight though
Health	2023-03-14	@Pimpdaddyboi @JoeBiden Invest in Tesla.
Health	2023-03-14	@elonmusk @cb_doge When Saskatchewan Tesla?
Health	2023-03-14	@R0BLY0NS @MatthewJshow @elonmusk I think climate alarmism is idiotic, economically destructive conformism, but Elon has me thinking about buying a Tesla now.
Health	2023-03-14	@JamesCunha12 you know that the third month of the Q is when Tesla sells the Shanghai vehicles in China, right?
Health	2023-03-14	@CIA @BostonCollege the money scared you. Instead @elonmusk stole my fing idea @DirectorWray and left MY market wide open for ME. @Tesla dont ever forget the market. @BlackRock
Health	2023-03-14	@elonmusk do you ever plan on picking up where nikola tesla left off with his search for universal free energy ?
Health	2023-03-14	@Tesla All good and well but the charging stations throw out some serious Radiation
Health	2023-03-14	@StanphylCap Incels need heat too ! Not like Tesla shareholders have a woman to warm them up.
Health	2023-03-14	@Tesla China's sales system is just rubbish, smuggling orders and leaking customer privacy.
Health	2023-03-14	The only person I know owns a Tesla is Dominiques friend she went to TX A&amp;M with..he is also a Graduate
Health	2023-03-14	Just FYI. The Wichita Kansas supercharger is not meant for a Tesla pulling a trailer. If you want to charge here you will have to drop your trailer. #Tesla
Health	2023-03-14	@Jon4Lakers @Tesla Snake oil
Health	2023-03-14	@AukeHoekstra @Tesla Please Please pretty Please do us all a big favor and bunk/debunk the underlying whitepaper with assumptions and calculations when Tesla publishes it. Very much looking forward to it! Thanks in advance
Health	2023-03-14	i told you much time. do not buy ape AMC is real stock. accept lesson. #AMC,#BBBY,#GME,#ShortSqueeze,#NakedShortsWar,#DARKPOOL,#MOASS,#Apes,#ApesTogetherStrong ,#TSLA
Health	2023-03-14	@vincent13031925 Yah good call imo. Imagine adding screens and card readers...introducing issues that plague the excellent tesla charging experience. No thanks. Keep doing what you're doing - we love it as is.
Health	2023-03-14	Price for BossNQ_Live live trading signals now $129.99 In 2 weeks, price will go up to $159.99. All you need to do is check trading signals 100% accuracy. Short. Long If you missed it, use your brain and check it. Money on the table #0dte #ndx #spx $ndx $spx $spy $qqq #TSLA
Health	2023-03-14	Bullearish: $TSLA going the wrong way... #TSLA
Health	2023-03-14	I hope the the Fed raises rates more to fuck all these banks and stocks like #TSLA that continue to operate on free money and bailouts.
Health	2023-03-14	@teslaownersSV Tesla is the safest on the road
Health	2023-03-14	@SawyerMerritt @TeslaShopBot @realMeetKevin if #TSLA goes to $500 by end of the year, will you brand your right butt cheek? haha
Health	2023-03-14	When stocks go to the moon everyone will regret not buying more. Do people think stocks will stay down forever even World Wars it went up a year or two after #tsla
Health	2023-03-14	@VWGroup VW: Dont call it gigafactory unless you can prove you are able to build EVs that are similarly profitable, roll- off the lines in similar quantities and build as efficient as $TSLA #TSLA does . Dont call it Gigafactory - you wannabes
Health	2023-03-14	@DermotNCosgrove @brollbenny @OtherRyan898 No. everyone needs to hear about it its literally the funniest thing to happen on Twitter since Elon lost Tesla shareholders a shit ton of money
Health	2023-03-14	@CorySteuben @Tesla @elonmusk @LimitingThe Sounds about right
Health	2023-03-14	@Irelandreid @BombshellSports Better than a Tesla
Health	2023-03-14	frost, blooprint, stevie, kimchi, tacularr, disfigure, tesla, all posted in the same week holy fuck
Health	2023-03-14	@TSLAFanMtl @Tesla These guys are finally listening to you
Health	2023-03-14	Pablo: I have one $TSLA call exp 4/7 hehe #TSLA
Health	2023-03-14	buy and hold ~ AMC, BBBY bottom touched the criminals dump to make panicsell of holders. #AMC,#BBBY,#GME,#ShortSqueeze,#NakedShortsWar,#DARKPOOL,#MOASS,#Apes,#ApesTogetherStrong ,#TSLA
Health	2023-03-14	@fasc1nate @elonmusk this would be amazing to have for Tesla! Not like your entire battery of course but like an emergency hot swappable one.
Health	2023-03-14	Hydra: Very nice two day bounce from $TSLA #TSLA
Health	2023-03-14	People are like why do I need gaming in the car? Because you spend like half your life in a car waiting at the grocery, waiting at the medical appointment, waiting for your wife she takes hours just game in the car #tsla
Health	2023-03-14	@SavnRyansPrvate @JoshWest247 @tesla_europe Dance Brian
Health	2023-03-14	@ColinChevalier9 @0617_eth @RocketLeague @VW @Tesla Frfr
Health	2023-03-14	Driving is for people with trust issues. You don't trust FSD beta. We trust FSD beta in a monitored manner. Same result we both get to the destination but we do it with less effort #tsla
Health	2023-03-14	@arctechinc @Tesla stop scamming people give them what you advertised
Health	2023-03-14	@ghost_scot @gwestr @StanphylCap @realMeetKevin Very FUD-ish. What you need to know, is that Greg owned a bunch of #TSLA shares, but he sold them in 2019, to buy again at a lower price. Ever since Tesla stock skyrocketed in 2020, he has been spreading FUD. I would be pretty frustrated with myself too if I had done the same
Health	2023-03-14	@SawyerMerritt So they're just going to copy what #TSLA does, years behind, and without the semblance of a cohesive plan. Makes sense
Health	2023-03-14	@killacuh2 @APazyryk Tesla over the last year: * $TSLA stock down 30% * Lost BEV sales race in Europe to VW * Cars lost ultrasonic sensors, Auto Park, Summon * Slumping demand prompted price cuts * Autopilot slips into 7th place * Model Y deemed less safe than Ford Mach E
Health	2023-03-14	"@brewmeone NICE PICK, WOW. YOU JUST WON A... TESLA MODEL ""S"". CONGRATULATIONS!!!!"
Health	2023-03-14	No matter how stressful the day your tesla is there waiting to drive you home and is there to take you anywhere you want to go. You just navigate, double tap the stalk, and touch the wheel every so often and it will take you there #tsla
Health	2023-03-14	@burrosavic They don't want to get a scratch on their new Tesla's
Health	2023-03-14	@Teslarati It helps if these people know the difference between autopilot and FSD beta feautures. Autopilot is just advanced cruise control with steering assist. Even basic auto brands have this. So they need to regulate the entire industry not just Tesla. Alas, only Tesla gets called out.
Health	2023-03-14	@MaliaPlor @codehurtsbrain @g4ppy2_g4ppy @RoflGPT @awscloud @TwitchEsports @brookeab @TwitchSings @Dinnerbone @notch @sisisimon @elonmusk @teslapiza IS THIS TESLA IN QUANTUM SPACE?! AM I TALKING TO NIKOLA?! I mean.. it sounds like Nikola 8k
Health	2023-03-14	@tetisiwa It's not Edison and Tesla?
Health	2023-03-14	@Alexand89683221 @JoeNoGo1 @CEOAdam AA focus is to steer the company in the right direction of profitability. #TSLA was almost going bankrupt 2-3 years ago and look at them now. Now #AMC is having multiple revenue streams going. Look at the bigger picture. Regulators/gov not helping us one bit. It's up to us.
Health	2023-03-14	@SERobinsonJr @MiMi18577472 @Tesla @elonmusk Im waiting for the Cybertruck to be delivered to me this year!
Health	2023-03-14	Pablo: Tech pretty strong - in fact, $TSLA is Bull flagging #TSLA
Health	2023-03-14	Taylor: Regarding our outlook, I would almost consider a $TSLA Put spread, or vertical.. aiming toward ~$160ish possibly #TSLA
Health	2023-03-14	@TeslaSynopsis @Tesla @elonmusk To much pollution for few energy
Health	2023-03-14	@slye Wait for Tesla van
Health	2023-03-14	@cb_doge @elonmusk Can I hv. 1 Tesla. How to earn it?
Health	2023-03-14	@AllThingsTSLA @Tesla Brand should be bigger!
Health	2023-03-14	CMon @elonmusk blow Gerbers ass out the water! Middle America pulling for some positives and a growing interest with whats happening in EV! Friends and friends moving Coin to #TSLA
Health	2023-03-14	Great opportunities to shore up your accounts right now!!! #StockMarket #Crypto #NFT #DeFi #blockchain #gaming #cryptotrading #Solana #MATIC #AAPL #TSLA #stocks #altcoins #tokens #bitcoin #Celsius #cryptocurrency #Minting #SAFEMOON #Metaverses
Health	2023-03-14	RealityG: Got some $TSLA calls but forgot to record them for the bot #TSLA
Health	2023-03-14	@EliotJacobson Yes but this is not climate. Its simply another temporary bit of weather. No amount of Teslas will have an effect on the climate.
Health	2023-03-14	@Tesla Crysis is a masterpiece
Health	2023-03-14	Not sure why people want a loud spoiler. You cant sneak around lol. I rather be a ninja in the night #tsla
Health	2023-03-14	Telling Christians that I like their Tesla necklace
Health	2023-03-14	@adro91836234 @jpr007 @Factschaser Yeah he may need to since he said just yesterday that Tesla wouldnt catch VW, lol
Health	2023-03-14	UNUSUAL PAPER #OptionsFlow $TSLA $300.00 CALL EXPIRES = 06/20/2025 SIZE = 246 OI = 3,591 COST = $806,880 STOCK PRICE = $181.30 #TSLA #options #stockmarket #trading #stocks #stockstowatch #unusualoptions
Health	2023-03-14	Pablo: Bto $TSLA 200c 4/6 @ m going dummy mode #TSLA
Health	2023-03-14	They say culture eats strategy every time. Tesla has both. #TSLA
Health	2023-03-14	"""If we use our fuel to get our power, we are living on our capital and exhausting it rapidly. This method is barbarous and wantonly wasteful, and will have to be stopped in the interest of coming generations."" Nikola Tesla"
Health	2023-03-14	@zwxrt_ @CFCNiko @TheLampardView Tesla is the worst one there
Health	2023-03-14	facts #btc #doge #tsla
Health	2023-03-14	@SawyerMerritt The people choose what to buy, and Tesla production is ramping in Berlin.
Health	2023-03-14	Driving is for people with trust issues. You don't trust FSD beta. We trust FSD beta in a monitored manner. Same result we both get to the destination but we do it with less effort and cooler safety is everyone's priority #tsla
Health	2023-03-14	Life is variable, family/friends may not be there but your tesla is there for you #tsla
Health	2023-03-14	Vipal: Anyone has $TSLA levels? Its holding 181 pretty well. $TSLA #TSLA
Health	2023-03-14	@MobileTap @Tesla @invest_answers I hope so! Lots of cash waiting ;-)
Health	2023-03-14	I rather have a vehicle with state of the art gaming, espresso machine, all the works then a vehicle that doesnt have it. They said gaming could not be achieved in a vehicle boom. Tesla makes the impossible possible #tsla
Health	2023-03-14	chiggz: im in $TSLA and $SNOW puts.. we hiding the pain right now #TSLA #SNOW
Health	2023-03-14	@farzyness never buy anything, esp. a car. from a psychopath....anything BUT tesla!
Health	2023-03-14	You cannot resist the tide, like you cannot fight against fed. Even fed cannot resist the tide. #tsla
Health	2023-03-14	Our longer term swing trading portfolio now consists of buy signals in #Gold, #Silver and #Soybeans, and shorts in #ES_F, #NASDAQ, #DXY, #BTC, #CrudeOil and #TSLA
Health	2023-03-14	@Tesla Now sell me two more powerwalls direct so I don't get ripped off by the local solar companies.
Health	2023-03-14	@Factschaser @adro91836234 @jefferyess @graeme_cobb After raising them due to higher parts prices. He'd already announced they would go back down. Tesla cuts corners (removing parking sensors for example) but they're moving a shitton of cars. Because they're pretty good at the price.
Health	2023-03-14	Who goes into their car just to relax if your home the entire day you just go into your car to escape the world and house tesla is your home now #tsla
Health	2023-03-14	MindSculptor: Enter $TSLA on weakness, not strength #TSLA
Health	2023-03-14	Once again it looks like perfect short entry to me just as it does everyday. I prefer QQQ tech stuff over spy stuff. #nvda #qqq #sqqq #TSLA #spy #SPX
Health	2023-03-14	Our longer term swing trading portfolio now consists of open long positions in #ES, #NASDAQ, #BTC, #Gold, #Silver and #TSLA and open short positions in #DXY, #Bonds, #CrudeOil and #Soybeans
Health	2023-03-14	no one selling~ still holding. we are now on shortsqueeze area. #BBBY,#GME,#ShortSqueeze,#NakedShortsWar,#DARKPOOL,#MOASS,#Apes,#ApesTogetherStrong ,#TSLA,#Bankcollapse,#BANK
Health	2023-03-14	Taylor: @VIXtrader you have a $TSLA count? Havent kept track but just glancing at the structure, possible w4 bounce here? #TSLA
Health	2023-03-14	AMC,BBBY BOTTOM TOUCH BUY AND HOLDING~ #AMC,#BBBY,#GME,#ShortSqueeze,#NakedShortsWar,#DARKPOOL,#MOASS,#Apes,#ApesTogetherStrong ,#TSLA
Health	2023-03-14	@8_O_5 @cb_doge @elonmusk LMAO yup it would totally be a smart move it Im sure that Tesla would be around for sometime and would not be surprised if they had a a loan department open up just for Teslas through SVB! But one step at a time!
Health	2023-03-14	Our longer term swing trading portfolio now consists of buy signals in #ES, #NASDAQ, #Bonds, #BTC and #Silver and sell signals for #Gold,#CrudeOil, #Soybeans and #TSLA
Health	2023-03-14	@Tesla This is absolutely one of the most underrated features of the Tesla SC network, and is a huge part of why it always just seems to work.
Health	2023-03-14	@katy_liberty @tesla_europe @elonmusk No shes doing the driving. Shes too much of a control freak to let the car drive.
Health	2023-03-14	@Tesla Super happy about Supercharging!
Health	2023-03-14	@ChrisRinvesting @Bimmer3D @gwestr I dont have money in Tesla... lol. I just read their 2022 earnings report unlike you. I did have tesla shares and sold out after an 80% gain. I'll be happy to DM you a screenshot if you don't believe me. But I don't want you to feel bad when we measure portofio-peens.
Health	2023-03-14	Standard range Model Ys are showing available in my city in the Midwest Its starting to tempt me. #Tesla #ModelY #tsla
Health	2023-03-14	Diggs: $TSLA #TSLA
Health	2023-03-14	Fumitto: Any opinions about $TSLA for 03/17? #TSLA
Health	2023-03-14	@TSLAFanMtl Perhaps the refrain #TSLA having demand issues will subside a bit. Instead demand issues for #NIO?
Health	2023-03-14	Open: $177.31 Close: $183.26 Range: $177.14 - $183.80 Its not too late to buy #TSLA
Health	2023-03-14	tag: @VIXtrader @KrazyA [$SPY ] any opinion on $TSLA? #SPY #TSLA
Health	2023-03-14	@jonatha26052632 @SecGranholm @SecretaryPete @Tesla Oil, gas, coal companies have benefited from untold subsidies in many forms over the years. It's time to level the playing field.
Health	2023-03-14	@bburnworth Do we even know if the Semis are for sale? It would not shock me if they are are all fleet leases until Tesla has fully scaled up production and switched to 4680s.
Health	2023-03-14	@Tesla love to see the cost
Health	2023-03-14	When stocks go to the moon everyone will regret not buying more. Do people think stocks will stay down forever #tsla
Health	2023-03-14	@canberratimes @AlexCrowe12 Good. I love those long dry hot El Nino summers. Besides it's normal. The Earth's oceans and atmosphere in a constant dance to maintain Earth's temperature. It's called Weather. And it happens all the time and forever. Driving a Tesla means 0.
Health	2023-03-14	@Newthinking_Doc @LayahHeilpern Thats the beauty of free markets, youre Free to chose. Youre Free to be distracted by #Bitcoin from Real Opportunities like #META from $90 to $180 or #TSLA from $100 to $200 and more recently #FRC from $17 to $48
Health	2023-03-14	BillAi: $TSLA boostin a bit #TSLA
Health	2023-03-14	@ohshidt I actually think the opposite is true. Zero ventilation in houses causes mold and damp so wouldn't the same in a car be true? (This is also a Tesla fail)
Health	2023-03-14	@casparterhorst @Tesla Fully agreed. All other things being equal, prioritizing V3+ can make road trips even just a little faster and a little easier.
Health	2023-03-14	You can be short term bullish and mid term bearish and long term bullish all at the same time. Im giving the updates based on the chart and timeframe. Trade accordingly when looking at the charts and timeframes. $TSLA #TSLA
Health	2023-03-14	You can be short term bullish and mid term bearish and long term bullish all at the same time. Im giving the updates based on the chart and timeframe. Tade accordingly when looking at the charts and timeframes. $TSLA #TSLA
Health	2023-03-14	Our longer term swing trading portfolio now consists of buy signals in #ES, #NASDAQ, #Bonds, #BTC, #Gold and #TSLA and sell signals in #Silver, #CrudeOil, and #Soybeans
Health	2023-03-14	Wags: $TSLA bounced at support and showing room to 186 if it can close above 200SMA on 4hr here. Above 186, Id aim for above 193 which aligns with 150SMA and resistance #TSLA
Health	2023-03-14	@cb_doge @elonmusk I am going to buy #tsla
Health	2023-03-14	@Jon4Lakers @Tesla The most anticipated electric truck
Health	2023-03-14	A must watch! #Stocks #Inflation #USA #CHINA #Economy #Biden #Feds #NYSE #NASDAQ #Crash #Crypto #BTC #Eth #TSLA #MSFT #AAPL
Health	2023-03-14	@EvasTeslaSPlaid @Tesla Jim Cramer bets against his audience. If he wasn't a douche, he'd just be another empty suit -- like every real estate agent.
Health	2023-03-14	If Kenny wasn't such an insanely greedy bastard we would all better off! @citsecurities #AMC #APE #TSLA #KenGriffinLiedUnderOath #APESNOTLEAVING
Health	2023-03-14	DarkRaven: $HOLY mother of $GOD $TSLA #HOLY #GOD #TSLA
Health	2023-03-14	@Ren007Stocks @DavidMichery is a fuckin scam artist. He and @elonmusk started about the same time. #TSLA goes from $1.28 to a max of 400+. #MULN goes from $850 to a fucking dime all while BITCHERY is getting paid WAY MORE than other CEOs.
Health	2023-03-14	@elonmusk @mckaywrigley @gdb Poor old man ,still waiting for that free Tesla.Just leave it in the driveway.I promise I won't brag!!
Health	2023-03-14	tag: $TSLA seems to be holding well above 181. Wasnt 181 another strong R/S level? #TSLA
Health	2023-03-14	Note: CPI is today! $LCID #LCID Calls: at $7.75-$7.70 above $8.50 Puts: at $8.09-$8.20 if we get rejected $TSLA #TSLA Calls : at $170-$169 above $181 Puts: at $178-$179 if we get rejected
Health	2023-03-14	Cathie Wood bought over 26,700 shares of Tesla estimated valuation of over $4.6 million. $TSLA #TSLA
Health	2023-03-14	@Tesla Why is the graph line up and down emulating a sinusoidal wave? if the average wait times are going down over time , I would imagine itll be linear with negative slope
Health	2023-03-14	You can be short term bullish and mid term bearish and long term bullish all at the same time. Im giving the updates based on the chart so trade accordingly when looking at the charts and timeframes. $TSLA #TSLA
Health	2023-03-14	@CornelyTristan @Tesla @LucidMotors Always choose Tesla. Lucid is junk and about to be bankrupt!
Health	2023-03-14	@stonksycollins #TSLA and #NVIDIA best short plays at the moment
Health	2023-03-14	I don't know why cars don't have a coffee machine yet just insert kuerig cup and use the EV power to make a nice warm cup of coffee. Starbucks would go obsolete #tsla #elonmusk
Health	2023-03-14	@GMAM1977 Tesla over the last year: * $TSLA stock down 30% * Lost BEV sales race in Europe to VW * Cars lost ultrasonic sensors, Auto Park, Summon * Slumping demand prompted price cuts * Autopilot slips into 7th place * Model Y deemed less safe than Ford Mach E
Health	2023-03-14	#Pear #BTC #ETH #TSLA bringing out the big dogs
Health	2023-03-14	@dontmuskitup @GavinNewsom Really tesla is moving and he's thinking of moving twitter as well lol
Health	2023-03-14	@PeterZeihan Is she the one who said everyone should buy a tesla like her and then they wouldnt have to worry about rising gas prices lol
Health	2023-03-14	@Jon4Lakers @Tesla Already dated.
Health	2023-03-14	@TESLA_winston @Tesla @greentheonly @WhamBaamYT AI can not account for stupidity.
Health	2023-03-14	@0617_eth @RocketLeague @VW @Tesla .eth on your name Shush
Health	2023-03-14	While most auto companies are trying to figure out how to save minutes during manufacturing to compete with Tesla, Tesla is trying to figure out how to save seconds while competing with themself. A 3 year old can predict how this story ends. #TSLA $TSLA
Health	2023-03-14	VIXtrader: $TSLA. Rejection of the 178-180 level will likely drive $TSLA down to 61.8% of (v) at 155. Invalidation if $TSLA ; 180. #TSLA
Health	2023-03-14	chiggz: $TSLA just out here straight sending it #TSLA
Health	2023-03-14	rbscott: $TSLA and $NVDA continue to trade strong #TSLA #NVDA
Health	2023-03-14	Aralin: $TSLA $182 done, it can go down tomorrow. Next downside level would be $153. There is a chance the $163 was a rejection and it will return to origin around $205. Above $185 I'd consider that more likely. #TSLA
Health	2023-03-14	"@NealBrowning @perrochon @CorySteuben @live_munro @Tesla @elonmusk @LimitingThe Battery pack is a pool of energy and would never require on or off state. The states would be charging, discharging, full, or ""empty"". BMS would manage this energy pool to deliver energy to motors, sensors, electronics etc as needed. Why deep sleep needed?"
Health	2023-03-14	DarkRaven: Look at $TSLA today ( still going after hours !!) #TSLA
Health	2023-03-14	@theblackspiderm Early Tesla I guess
Health	2023-03-14	VIXtrader: $TSLA. I agree on your count of possible wave 4 going on now. I think we need to see it end below 185.95 which is the end of wave 1, else it will look a diagonal. The target for wave 5 is at/near 159. Let me know. #TSLA
Health	2023-03-14	If you have gaming you never need to leave your car ever. You have Netflix, Disney+, gaming, sleep in the car, later FSD drive around you can just game in the car #tsla
Health	2023-03-14	A car shouldn't be just for driving. Even better an individual shouldn't even drive a car. Take back your life and take back your time. Use FSD beta in a monitored manner #tsla
Health	2023-03-14	Yustyn: $BTO $TSLA @ 179.55 avg 204.99 #BTO #TSLA
Health	2023-03-14	Look, Im gunna come clean. Im so freaking broke bro. #doge #btc #hood #TSLA
Health	2023-03-14	"@Tesla That doesn't count. It is not running ""on"" the tesla, it is running ""through"" the tesla. Steam Remote Play or Nvidea Now!"
Health	2023-03-14	@CorySteuben @Tesla @elonmusk @LimitingThe I'm expecting the next-gen will use iron-phosphate batteries to keep cost low. So, will a LiFePO Low Voltage battery be developed or is a regular lithium battery more suitable? If dissimilar batteries, will that integrate well with cooling system, etc?
Health	2023-03-14	Tesla walks away from 6.5 million in California Grants for super chargers because the regulation and payment systems were too cumbersome. Another One bites the dust @GavinNewsom @elonmusk @SpeakerMcCarthy
Health	2023-03-14	+ #TSLA shares
Health	2023-03-14	Teslas are dope until u gotta charge that mofo
Health	2023-03-14	@R0BLY0NS @MatthewJshow @elonmusk Like most Tesla owners, I'll keep my Mercedes as backup.
Health	2023-03-14	tag: $TSLA back above 182 #TSLA
Health	2023-03-14	@mkryst70 @Wilfrid55B @Xil_llix @JustinTrudeau EQuinox this summer, Blazer in the fall, Silverado early 2024. Hummer is a loss leader to get the name out. The way Tesla started with the Roadster for the early adopters. Their SEMI is great, but is sucking up big battery resources from volume car business.
Health	2023-03-14	Saw a Tesla in the Dollar Tree parking lot
Health	2023-03-14	@DanaCha33374896 @Tesla Dang. I pay about that much on Allstate
Health	2023-03-14	@cournape @ESYudkowsky Affordable to who? I could see something like a Tesla bot with Palm-E in it doing something like this. 2025 is tight though
Health	2023-03-14	@Pimpdaddyboi @JoeBiden Invest in Tesla.
Health	2023-03-14	@elonmusk @cb_doge When Saskatchewan Tesla?
Health	2023-03-14	@R0BLY0NS @MatthewJshow @elonmusk I think climate alarmism is idiotic, economically destructive conformism, but Elon has me thinking about buying a Tesla now.
Health	2023-03-14	Today was a nice day but there will be brighter days ahead #tsla
Health	2023-03-14	@JamesCunha12 you know that the third month of the Q is when Tesla sells the Shanghai vehicles in China, right?
Health	2023-03-14	tag: $TSLA seems to be forming an iH&amp;S on hourly chart #TSLA
Health	2023-03-14	"TSLA-Stocks: TSLA did well today. Market did well in bouncing around key price level (181.05) today. Pushed through then reversed. Reversed again at the above resistance level (182.55) heading down to key price level only to reverse with a strong ""long"" move to close. #TSLA"
Health	2023-03-14	Most people will believe that future Tesla price cuts will point towards a demand problem. Few will realize that its their manufacturing, verticality, &amp; supply chain management that allows them to make EVs cheaper and cheaper and cheaper and cheaper and . . . #TSLA $TSLA
Health	2023-03-14	This really does feel like March Madness. #doge #tsla #btc
Health	2023-03-14	@CIA @BostonCollege the money scared you. Instead @elonmusk stole my fing idea @DirectorWray and left MY market wide open for ME. @Tesla dont ever forget the market. @BlackRock
Health	2023-03-14	So Im assuming #tsla is under water with their #BTC purchase
Health	2023-03-14	@elonmusk do you ever plan on picking up where nikola tesla left off with his search for universal free energy ?
Health	2023-03-14	I'm very thankful to ELONfor this great ,EVENT! #elonmusk #btc #bitcoin #eth #doge #nft #BabyDogeCoin #babydoge#shib #shiba #maticusdt #ftm #web3 #floki #crypto #cryptocurrecy#cryptonews #bnb #bsc #tsla #tesla #spacex #binance #coinbase #starl#usdt #airdrop #solana
Health	2023-03-14	@Tesla All good and well but the charging stations throw out some serious Radiation
Health	2023-03-14	$TSLA #TSLA = Left a GAP at the Open $174. Please careful!
Health	2023-03-14	TSLA- Stocks: Currently @ 181.28 market met with resistance at a key price level (181.05) and reversed. testing key area again.... let's see what happens. #stocks #TSLA #equities.
Health	2023-03-14	@StanphylCap Incels need heat too ! Not like Tesla shareholders have a woman to warm them up.
Health	2023-03-14	@Tesla China's sales system is just rubbish, smuggling orders and leaking customer privacy.
Health	2023-03-14	Yustyn: $BTO $TSLA @ 179.55 avg 204.99 #BTO #TSLA
Health	2023-03-14	Diggs: $TSLA #TSLA
