Category	Ticker	Date	Open	Close	High	Low	AggrPercent
Health	UNH	2022-08-01	542.27002	535.380005	543.650024	531.0	-1.2706
Health	UNH	2022-08-02	537.549988	535.460022	540.530029	531.719971	-0.3888
Health	UNH	2022-08-03	537.26001	540.650024	543.619995	535.690002	0.631
Health	UNH	2022-08-04	539.289978	533.75	540.429993	532.76001	-1.0273
Health	UNH	2022-08-05	530.0	535.059998	535.5	527.559998	0.9547
Health	UNH	2022-08-06	534.95	535.83	538.4	530.49	0.1645
Health	UNH	2022-08-07	537.43	536.21	539.85	531.95	-0.227
Health	UNH	2022-08-08	539.909973	536.599976	541.299988	533.419983	-0.6131
Health	UNH	2022-08-09	540.0	537.26001	545.73999	536.380005	-0.5074
Health	UNH	2022-08-10	540.26001	537.719971	541.97998	533.809998	-0.4702
Health	UNH	2022-08-11	538.23999	532.859985	538.630005	529.669983	-0.9996
Health	UNH	2022-08-12	535.609985	543.700012	544.400024	534.450012	1.5104
Health	UNH	2022-08-13	538.64	544.17	545.81	536.51	1.0267
Health	UNH	2022-08-14	540.15	544.41	546.51	537.53	0.7887
Health	UNH	2022-08-15	541.669983	544.640015	547.210022	538.559998	0.5483
Health	UNH	2022-08-16	545.210022	546.119995	547.440002	542.390015	0.1669
Health	UNH	2022-08-17	545.23999	545.0	547.789978	541.570007	-0.044
Health	UNH	2022-08-18	545.01001	545.219971	548.130005	541.820007	0.0385
Health	UNH	2022-08-19	545.5	548.320007	553.130005	544.820007	0.517
Health	UNH	2022-08-20	543.45	546.45	551.33	543.08	0.552
Health	UNH	2022-08-21	542.42	545.51	550.43	542.21	0.5697
Health	UNH	2022-08-22	541.390015	544.570007	549.52002	541.349976	0.5874
Health	UNH	2022-08-23	543.289978	535.799988	543.289978	533.210022	-1.3786
Health	UNH	2022-08-24	536.679993	536.460022	539.859985	535.02002	-0.041
Health	UNH	2022-08-25	535.01001	541.570007	542.02002	531.25	1.2261
Health	UNH	2022-08-26	542.26001	529.25	543.190002	528.219971	-2.3992
Health	UNH	2022-08-27	534.13	529.51	538.05	525.54	-0.865
Health	UNH	2022-08-28	530.07	529.64	535.48	524.2	-0.0811
Health	UNH	2022-08-29	526.0	529.77002	532.900024	522.869995	0.7167
Health	UNH	2022-08-30	530.409973	522.840027	531.090027	521.789978	-1.4272
Health	UNH	2022-08-31	520.820007	519.330017	527.099976	519.159973	-0.2861
Health	UNH	2022-09-01	519.330017	524.0	524.26001	515.090027	0.8992
Health	UNH	2022-09-02	529.619995	516.349976	529.789978	513.809998	-2.5056
Health	UNH	2022-09-03	524.77	517.01	528.62	515.36	-1.4787
Health	UNH	2022-09-04	522.35	517.34	528.04	516.14	-0.9591
Health	UNH	2022-09-05	521.14	517.51	527.75	516.53	-0.6965
Health	UNH	2022-09-06	519.929993	517.679993	527.450012	516.919983	-0.4328
Health	UNH	2022-09-07	517.0	521.679993	523.5	514.679993	0.9052
Health	UNH	2022-09-08	520.950012	527.51001	528.48999	518.809998	1.2592
Health	UNH	2022-09-09	527.830017	524.340027	527.830017	522.580017	-0.6612
Health	UNH	2022-09-10	526.42	527.8	531.43	522.54	0.2621
Health	UNH	2022-09-11	525.71	529.52	533.23	522.52	0.7247
Health	UNH	2022-09-12	525.0	531.25	535.02002	522.5	1.1905
Health	UNH	2022-09-13	524.0	513.960022	525.26001	511.970001	-1.916
Health	UNH	2022-09-14	514.0	509.769989	515.380005	506.100006	-0.823
Health	UNH	2022-09-15	516.299988	522.909973	527.97998	514.140015	1.2803
Health	UNH	2022-09-16	518.52002	521.02002	522.820007	517.080017	0.4821
Health	UNH	2022-09-17	518.56	522.29	523.41	515.02	0.7193
Health	UNH	2022-09-18	518.58	522.92	523.7	513.99	0.8369
Health	UNH	2022-09-19	518.590027	523.549988	524.0	512.969971	0.9564
Health	UNH	2022-09-20	524.23999	522.799988	524.669983	514.809998	-0.2747
Health	UNH	2022-09-21	525.030029	512.080017	528.01001	512.02002	-2.4665
Health	UNH	2022-09-22	511.029999	517.460022	520.969971	506.109985	1.2582
Health	UNH	2022-09-23	513.559998	513.609985	514.659973	506.380005	0.0097
Health	UNH	2022-09-24	510.48	510.98	513.61	502.69	0.0979
Health	UNH	2022-09-25	508.94	509.67	513.09	500.85	0.1434
Health	UNH	2022-09-26	507.390015	508.359985	512.570007	499.0	0.1912
Health	UNH	2022-09-27	510.369995	508.369995	516.789978	503.579987	-0.3919
Health	UNH	2022-09-28	506.480011	513.940002	516.27002	500.799988	1.4729
Health	UNH	2022-09-29	514.77002	508.829987	514.77002	502.470001	-1.1539
Health	UNH	2022-09-30	511.100006	505.040009	516.549988	504.839996	-1.1857
Health	UNH	2022-10-01	509.09	510.28	517.18	505.12	0.2338
Health	UNH	2022-10-02	508.08	512.9	517.49	505.26	0.9487
Health	UNH	2022-10-03	507.079987	515.51001	517.809998	505.399994	1.6625
Health	UNH	2022-10-04	518.349976	523.169983	524.590027	516.830017	0.9299
Health	UNH	2022-10-05	521.0	527.070007	529.349976	520.130005	1.1651
Health	UNH	2022-10-06	528.330017	519.130005	528.580017	516.73999	-1.7413
Health	UNH	2022-10-07	514.169983	504.850006	514.169983	501.059998	-1.8126
Health	UNH	2022-10-08	509.88	501.85	510.24	498.04	-1.5749
Health	UNH	2022-10-09	507.74	500.35	508.27	496.53	-1.4555
Health	UNH	2022-10-10	505.600006	498.859985	506.309998	495.019989	-1.3331
Health	UNH	2022-10-11	496.970001	499.809998	506.829987	495.179993	0.5715
Health	UNH	2022-10-12	502.130005	499.959991	508.25	498.209991	-0.4322
Health	UNH	2022-10-13	493.450012	509.910004	513.469971	487.73999	3.3357
Health	UNH	2022-10-14	520.0	513.130005	529.909973	511.929993	-1.3212
Health	UNH	2022-10-15	518.87	517.51	527.11	513.61	-0.2621
Health	UNH	2022-10-16	518.3	519.7	525.71	514.45	0.2701
Health	UNH	2022-10-17	517.73999	521.880005	524.309998	515.280029	0.7996
Health	UNH	2022-10-18	532.0	522.210022	532.0	518.330017	-1.8402
Health	UNH	2022-10-19	521.73999	520.320007	523.820007	514.599976	-0.2722
Health	UNH	2022-10-20	523.049988	520.880005	529.419983	519.780029	-0.4149
Health	UNH	2022-10-21	518.059998	533.72998	536.530029	518.01001	3.0247
Health	UNH	2022-10-22	528.07	537.66	541.51	527.9	1.816
Health	UNH	2022-10-23	533.07	539.63	543.99	532.85	1.2306
Health	UNH	2022-10-24	538.070007	541.599976	546.47998	537.799988	0.656
Health	UNH	2022-10-25	537.789978	540.219971	543.919983	533.900024	0.4518
Health	UNH	2022-10-26	541.380005	543.169983	547.640015	540.210022	0.3306
Health	UNH	2022-10-27	546.52002	541.799988	546.52002	539.76001	-0.8637
Health	UNH	2022-10-28	544.969971	551.23999	553.0	543.690002	1.1505
Health	UNH	2022-10-29	549.98	553.2	555.55	546.91	0.5855
Health	UNH	2022-10-30	552.49	554.18	556.82	548.52	0.3059
Health	UNH	2022-10-31	555.0	555.150024	558.099976	550.130005	0.027
Health	UNH	2022-11-01	555.0	547.309998	555.690002	544.219971	-1.3856
Health	UNH	2022-11-02	544.409973	543.429993	554.580017	543.070007	-0.18
Health	UNH	2022-11-03	541.73999	543.609985	547.869995	538.130005	0.3452
Health	UNH	2022-11-04	547.049988	538.169983	547.76001	527.140015	-1.6233
Health	UNH	2022-11-05	542.61	541.6	547.36	531.3	-0.1861
Health	UNH	2022-11-06	540.39	543.31	547.16	533.38	0.5404
Health	UNH	2022-11-07	538.169983	545.02002	546.950012	535.469971	1.2728
Health	UNH	2022-11-08	547.049988	553.049988	554.799988	542.0	1.0968
Health	UNH	2022-11-09	553.780029	540.659973	554.609985	539.440002	-2.3692
Health	UNH	2022-11-10	548.929993	544.169983	551.700012	533.950012	-0.8671
Health	UNH	2022-11-11	546.280029	522.080017	546.280029	509.649994	-4.43
Health	UNH	2022-11-12	534.14	517.92	537.63	511.53	-3.0367
Health	UNH	2022-11-13	528.07	515.84	533.3	512.47	-2.316
Health	UNH	2022-11-14	522.0	513.75	528.97998	513.409973	-1.5805
Health	UNH	2022-11-15	512.809998	503.01001	516.640015	500.769989	-1.911
Health	UNH	2022-11-16	505.890015	511.519989	514.130005	505.470001	1.1129
Health	UNH	2022-11-17	512.159973	515.309998	526.97998	512.159973	0.615
Health	UNH	2022-11-18	522.119995	530.0	533.0	519.460022	1.5092
Health	UNH	2022-11-19	525.57	523.6	532.48	517.42	-0.3748
Health	UNH	2022-11-20	527.29	520.4	532.22	516.4	-1.3067
Health	UNH	2022-11-21	529.01001	517.190002	531.950012	515.380005	-2.2344
Health	UNH	2022-11-22	519.940002	523.090027	524.659973	519.909973	0.6058
Health	UNH	2022-11-23	525.0	529.710022	530.440002	523.0	0.8971
Health	UNH	2022-11-24	529.5	533.67	535.64	527.76	0.7875
Health	UNH	2022-11-25	534.0	537.619995	540.849976	532.52002	0.6779
Health	UNH	2022-11-26	534.92	534.95	540.21	532.11	0.0056
Health	UNH	2022-11-27	535.38	533.61	539.9	531.9	-0.3306
Health	UNH	2022-11-28	535.830017	532.27002	539.580017	531.690002	-0.6644
Health	UNH	2022-11-29	531.669983	528.0	532.969971	523.650024	-0.6903
Health	UNH	2022-11-30	529.719971	547.76001	548.080017	527.47998	3.4056
Health	UNH	2022-12-01	552.359985	536.909973	553.0	535.799988	-2.7971
Health	UNH	2022-12-02	532.830017	536.159973	538.609985	532.440002	0.625
Health	UNH	2022-12-03	532.16	535.6	539.49	531.66	0.6464
Health	UNH	2022-12-04	531.82	535.32	539.94	531.27	0.6581
Health	UNH	2022-12-05	531.48999	535.039978	540.380005	530.880005	0.6679
Health	UNH	2022-12-06	534.419983	539.320007	540.590027	534.23999	0.9169
Health	UNH	2022-12-07	540.840027	542.909973	545.909973	539.630005	0.3827
Health	UNH	2022-12-08	544.859985	547.919983	551.289978	543.780029	0.5616
Health	UNH	2022-12-09	547.929993	539.200012	548.48999	538.869995	-1.5933
Health	UNH	2022-12-10	544.89	542.53	547.29	539.08	-0.4331
Health	UNH	2022-12-11	543.37	544.19	546.69	539.18	0.1509
Health	UNH	2022-12-12	541.849976	545.859985	546.080017	539.280029	0.7401
Health	UNH	2022-12-13	550.559998	538.219971	550.98999	535.099976	-2.2414
Health	UNH	2022-12-14	541.929993	538.359985	543.47998	531.570007	-0.6588
Health	UNH	2022-12-15	533.98999	527.679993	534.070007	525.469971	-1.1817
Health	UNH	2022-12-16	525.150024	523.700012	525.809998	515.719971	-0.2761
Health	UNH	2022-12-17	524.88	523.65	526.51	518.32	-0.2343
Health	UNH	2022-12-18	524.74	523.62	526.86	519.62	-0.2134
Health	UNH	2022-12-19	524.599976	523.599976	527.210022	520.929993	-0.1906
Health	UNH	2022-12-20	526.98999	520.210022	526.98999	519.700012	-1.2865
Health	UNH	2022-12-21	523.630005	527.539978	527.880005	518.099976	0.7467
Health	UNH	2022-12-22	526.47998	527.090027	529.01001	521.630005	0.1159
Health	UNH	2022-12-23	524.099976	531.309998	531.309998	522.900024	1.3757
Health	UNH	2022-12-24	529.01	531.65	533.58	526.38	0.499
Health	UNH	2022-12-25	531.47	531.82	534.71	528.11	0.0659
Health	UNH	2022-12-26	532.7	531.9	535.28	528.98	-0.1502
Health	UNH	2022-12-27	533.929993	531.98999	535.840027	529.849976	-0.3633
Health	UNH	2022-12-28	535.070007	528.450012	538.150024	527.72998	-1.2372
Health	UNH	2022-12-29	532.539978	529.880005	533.679993	528.859985	-0.4995
Health	UNH	2022-12-30	530.0	530.179993	530.5	524.840027	0.034
Health	UNH	2022-12-31	527.57	524.41	528.07	518.5	-0.599
Health	UNH	2023-01-01	526.35	521.53	526.85	515.33	-0.9157
Health	UNH	2023-01-02	525.74	520.09	526.24	513.74	-1.0747
Health	UNH	2023-01-03	525.130005	518.640015	525.630005	512.159973	-1.2359
Health	UNH	2023-01-04	518.640015	504.5	518.640015	500.600006	-2.7264
Health	UNH	2023-01-05	501.01001	489.959991	502.089996	488.5	-2.2055
Health	UNH	2023-01-06	491.589996	490.0	492.869995	487.540009	-0.3234
Health	UNH	2023-01-07	492.0	490.03	496.43	488.04	-0.4004
Health	UNH	2023-01-08	492.21	490.04	498.21	488.29	-0.4409
Health	UNH	2023-01-09	492.410004	490.059998	499.98999	488.540009	-0.4772
Health	UNH	2023-01-10	488.850006	486.0	490.470001	482.679993	-0.583
Health	UNH	2023-01-11	485.290009	493.399994	495.600006	485.0	1.6712
Health	UNH	2023-01-12	490.0	495.670013	498.730011	485.220001	1.1571
Health	UNH	2023-01-13	486.109985	489.570007	509.5	486.0	0.7118
Health	UNH	2023-01-14	488.65	487.32	501.22	484.89	-0.2722
Health	UNH	2023-01-15	489.93	486.2	497.08	484.33	-0.7613
Health	UNH	2023-01-16	490.57	485.64	495.01	484.05	-1.005
Health	UNH	2023-01-17	491.200012	485.079987	492.940002	483.779999	-1.2459
Health	UNH	2023-01-18	488.049988	476.23999	489.5	474.75	-2.4198
Health	UNH	2023-01-19	477.869995	484.359985	486.390015	477.390015	1.3581
Health	UNH	2023-01-20	485.529999	486.720001	486.98999	479.0	0.2451
Health	UNH	2023-01-21	486.1	486.26	488.54	480.2	0.0329
Health	UNH	2023-01-22	486.39	486.03	489.32	480.8	-0.074
Health	UNH	2023-01-23	486.679993	485.809998	490.100006	481.390015	-0.1788
Health	UNH	2023-01-24	500.26001	491.600006	500.26001	480.0	-1.7311
Health	UNH	2023-01-25	489.279999	492.5	495.359985	485.730011	0.6581
Health	UNH	2023-01-26	492.5	492.480011	496.450012	490.579987	-0.0041
Health	UNH	2023-01-27	493.369995	486.049988	493.369995	484.470001	-1.4837
Health	UNH	2023-01-28	490.59	485.92	494.31	484.63	-0.9519
Health	UNH	2023-01-29	489.2	485.86	494.78	484.71	-0.6827
Health	UNH	2023-01-30	487.809998	485.790009	495.25	484.799988	-0.4141
Health	UNH	2023-01-31	498.0	499.190002	505.5	493.130005	0.239
Health	UNH	2023-02-01	499.950012	497.0	504.380005	495.670013	-0.5901
Health	UNH	2023-02-02	494.26001	470.829987	495.0	463.890015	-4.7404
Health	UNH	2023-02-03	475.230011	472.019989	478.779999	469.75	-0.6755
Health	UNH	2023-02-04	473.62	473.63	478.88	470.38	0.0021
Health	UNH	2023-02-05	472.81	474.43	478.93	470.7	0.3426
Health	UNH	2023-02-06	472.0	475.23999	478.970001	471.01001	0.6864
Health	UNH	2023-02-07	471.040009	476.880005	478.079987	469.029999	1.2398
Health	UNH	2023-02-08	475.470001	483.220001	485.040009	475.109985	1.63
Health	UNH	2023-02-09	485.630005	485.730011	489.700012	482.399994	0.0206
Health	UNH	2023-02-10	489.130005	494.25	495.660004	488.75	1.0468
Health	UNH	2023-02-11	491.57	494.8	497.76	490.26	0.6571
Health	UNH	2023-02-12	492.78	495.08	498.81	491.01	0.4667
Health	UNH	2023-02-13	494.0	495.350006	499.869995	491.76001	0.2733
Health	UNH	2023-02-14	494.290009	492.829987	497.950012	489.089996	-0.2954
Health	UNH	2023-02-15	489.649994	491.25	491.829987	488.390015	0.3268
Health	UNH	2023-02-16	491.149994	487.350006	494.0	487.269989	-0.7737
Health	UNH	2023-02-17	487.380005	499.079987	499.459991	487.350006	2.4006
Health	UNH	2023-02-18	492.04	495.19	500.43	488.93	0.6402
Health	UNH	2023-02-19	494.37	493.25	500.91	489.72	-0.2266
Health	UNH	2023-02-20	495.54	492.28	501.15	490.11	-0.6579
Health	UNH	2023-02-21	496.700012	491.309998	501.399994	490.5	-1.0852
Health	UNH	2023-02-22	492.809998	488.890015	493.890015	488.670013	-0.7954
Health	UNH	2023-02-23	486.660004	491.690002	493.329987	485.869995	1.0336
Health	UNH	2023-02-24	489.579987	484.329987	492.51001	483.01001	-1.0723
Health	UNH	2023-02-25	489.17	483.82	491.73	482.49	-1.0937
Health	UNH	2023-02-26	488.97	483.57	491.34	482.22	-1.1044
Health	UNH	2023-02-27	488.769989	483.320007	490.940002	481.959991	-1.115
Health	UNH	2023-02-28	482.670013	475.940002	483.359985	473.920013	-1.3943
Health	UNH	2023-03-01	473.609985	475.220001	478.410004	472.0	0.3399
Health	UNH	2023-03-02	475.209991	477.700012	480.429993	473.25	0.524
Health	UNH	2023-03-03	477.940002	478.559998	479.100006	474.220001	0.1297
Health	UNH	2023-03-04	479.65	479.67	481.73	476.61	0.0042
Health	UNH	2023-03-05	480.51	480.22	483.04	477.81	-0.0604
Health	UNH	2023-03-06	481.369995	480.779999	484.350006	479.0	-0.1226
Health	UNH	2023-03-07	482.980011	473.880005	483.820007	472.559998	-1.8841
Health	UNH	2023-03-08	471.75	470.600006	475.390015	466.76001	-0.2438
Health	UNH	2023-03-09	473.950012	464.910004	473.950012	463.75	-1.9074
Health	UNH	2023-03-10	462.769989	460.329987	468.859985	457.589996	-0.5273
Health	UNH	2023-03-11	460.71	462.0	469.61	458.12	0.28
Health	UNH	2023-03-12	459.68	462.84	469.99	458.38	0.6874
Health	UNH	2023-03-13	458.649994	463.679993	470.369995	458.649994	1.0967
Health	UNH	2023-03-14	464.649994	464.579987	469.839996	459.049988	-0.0151
Health	UNH	2023-03-15	460.98999	465.429993	468.880005	459.23999	0.9631
Health	UNH	2023-03-16	464.709991	472.019989	473.390015	463.100006	1.573
Health	UNH	2023-03-17	471.390015	469.5	472.01001	466.299988	-0.4009
Health	UNH	2023-03-18	470.7	473.23	475.92	468.15	0.5375
Health	UNH	2023-03-19	470.35	475.09	477.87	469.07	1.0078
Health	UNH	2023-03-20	470.0	476.959991	479.820007	470.0	1.4808
Health	UNH	2023-03-21	478.390015	480.100006	481.450012	475.720001	0.3574
Health	UNH	2023-03-22	481.950012	475.519989	485.73999	474.820007	-1.3342
Health	UNH	2023-03-23	477.410004	469.910004	480.670013	466.670013	-1.571
Health	UNH	2023-03-24	468.980011	475.98999	476.880005	467.589996	1.4947
Health	UNH	2023-03-25	477.26	478.94	481.59	473.09	0.352
Health	UNH	2023-03-26	481.4	480.42	483.94	475.84	-0.2036
Health	UNH	2023-03-27	485.549988	481.899994	486.290009	478.589996	-0.7517
Health	UNH	2023-03-28	482.0	472.579987	483.790009	470.690002	-1.9544
Health	UNH	2023-03-29	475.109985	466.589996	475.880005	464.950012	-1.7933
Health	UNH	2023-03-30	466.570007	470.059998	470.410004	461.079987	0.748
Health	UNH	2023-03-31	471.519989	472.589996	476.0	470.100006	0.2269
Finance	MS	2022-08-01	83.660004	84.089996	84.540001	83.010002	0.514
Finance	MS	2022-08-02	83.330002	83.529999	84.589996	82.959999	0.24
Finance	MS	2022-08-03	84.68	85.050003	85.589996	84.120003	0.4369
Finance	MS	2022-08-04	85.199997	85.360001	85.650002	84.800003	0.1878
Finance	MS	2022-08-05	84.989998	86.129997	86.709999	84.709999	1.3413
Finance	MS	2022-08-06	85.88	86.08	86.97	85.33	0.2329
Finance	MS	2022-08-07	86.32	86.05	87.1	85.64	-0.3128
Finance	MS	2022-08-08	86.760002	86.029999	87.220001	85.949997	-0.8414
Finance	MS	2022-08-09	86.449997	86.360001	86.839996	85.870003	-0.1041
Finance	MS	2022-08-10	87.529999	88.889999	89.660004	87.5	1.5538
Finance	MS	2022-08-11	89.980003	90.199997	90.839996	89.800003	0.2445
Finance	MS	2022-08-12	90.620003	91.660004	91.75	90.059998	1.1477
Finance	MS	2022-08-13	90.64	91.84	92.02	90.26	1.3239
Finance	MS	2022-08-14	90.65	91.93	92.16	90.36	1.412
Finance	MS	2022-08-15	90.650002	92.019997	92.290001	90.459999	1.5113
Finance	MS	2022-08-16	91.480003	91.82	92.269997	91.339996	0.3717
Finance	MS	2022-08-17	90.389999	91.349998	91.830002	90.349998	1.0621
Finance	MS	2022-08-18	91.169998	91.730003	92.0	90.989998	0.6142
Finance	MS	2022-08-19	90.650002	90.010002	90.919998	89.660004	-0.706
Finance	MS	2022-08-20	89.54	89.24	89.89	88.69	-0.335
Finance	MS	2022-08-21	88.99	88.85	89.38	88.2	-0.1573
Finance	MS	2022-08-22	88.43	88.459999	88.860001	87.709999	0.0339
Finance	MS	2022-08-23	88.459999	88.300003	89.25	87.959999	-0.1809
Finance	MS	2022-08-24	87.989998	88.599998	89.040001	87.809998	0.6933
Finance	MS	2022-08-25	89.07	89.910004	90.099998	88.800003	0.9431
Finance	MS	2022-08-26	90.339996	86.809998	90.489998	86.720001	-3.9075
Finance	MS	2022-08-27	88.24	86.08	88.46	85.89	-2.4479
Finance	MS	2022-08-28	87.19	85.71	87.44	85.47	-1.6974
Finance	MS	2022-08-29	86.139999	85.349998	86.43	85.059998	-0.9171
Finance	MS	2022-08-30	86.139999	84.43	86.230003	84.209999	-1.9851
Finance	MS	2022-08-31	84.610001	85.220001	85.940002	84.059998	0.721
Finance	MS	2022-09-01	84.669998	86.169998	86.209999	83.389999	1.7716
Finance	MS	2022-09-02	87.360001	86.400002	89.029999	85.720001	-1.0989
Finance	MS	2022-09-03	87.06	85.76	87.93	84.44	-1.4932
Finance	MS	2022-09-04	86.91	85.44	87.38	83.8	-1.6914
Finance	MS	2022-09-05	86.83	85.28	87.11	83.48	-1.7851
Finance	MS	2022-09-06	86.75	85.129997	86.839996	83.160004	-1.8674
Finance	MS	2022-09-07	84.370003	86.860001	87.260002	84.370003	2.9513
Finance	MS	2022-09-08	86.529999	88.440002	88.489998	86.0	2.2073
Finance	MS	2022-09-09	89.220001	89.459999	89.82	88.800003	0.269
Finance	MS	2022-09-10	89.61	89.81	90.43	89.33	0.2232
Finance	MS	2022-09-11	89.81	89.98	90.74	89.59	0.1893
Finance	MS	2022-09-12	90.0	90.150002	91.040001	89.849998	0.1667
Finance	MS	2022-09-13	88.010002	87.050003	88.68	86.800003	-1.0908
Finance	MS	2022-09-14	87.540001	87.18	88.110001	86.129997	-0.4112
Finance	MS	2022-09-15	87.339996	88.260002	89.459999	87.25	1.0534
Finance	MS	2022-09-16	87.400002	87.43	87.699997	85.580002	0.0343
Finance	MS	2022-09-17	86.76	88.08	88.36	85.83	1.5214
Finance	MS	2022-09-18	86.44	88.4	88.69	85.96	2.2675
Finance	MS	2022-09-19	86.120003	88.720001	89.019997	86.080002	3.019
Finance	MS	2022-09-20	88.099998	87.190002	88.449997	86.370003	-1.0329
Finance	MS	2022-09-21	87.900002	86.360001	89.150002	86.349998	-1.752
Finance	MS	2022-09-22	86.910004	84.769997	87.25	84.269997	-2.4623
Finance	MS	2022-09-23	83.279999	81.510002	83.690002	80.220001	-2.1254
Finance	MS	2022-09-24	82.1	80.64	82.68	79.62	-1.7783
Finance	MS	2022-09-25	81.51	80.2	82.17	79.32	-1.6072
Finance	MS	2022-09-26	80.919998	79.760002	81.660004	79.010002	-1.4335
Finance	MS	2022-09-27	80.699997	79.480003	80.849998	78.349998	-1.5118
Finance	MS	2022-09-28	79.760002	81.470001	81.889999	79.690002	2.1439
Finance	MS	2022-09-29	80.800003	79.860001	81.029999	79.029999	-1.1634
Finance	MS	2022-09-30	79.769997	79.010002	81.160004	78.860001	-0.9527
Finance	MS	2022-10-01	79.91	79.69	81.07	78.59	-0.2753
Finance	MS	2022-10-02	79.98	80.03	81.03	78.45	0.0625
Finance	MS	2022-10-03	80.050003	80.379997	80.980003	78.32	0.4122
Finance	MS	2022-10-04	82.199997	83.970001	84.739998	81.800003	2.1533
Finance	MS	2022-10-05	82.029999	83.110001	83.589996	81.379997	1.3166
Finance	MS	2022-10-06	82.449997	81.309998	83.190002	81.129997	-1.3827
Finance	MS	2022-10-07	80.699997	78.93	80.790001	78.379997	-2.1933
Finance	MS	2022-10-08	80.07	78.67	80.26	78.1	-1.7485
Finance	MS	2022-10-09	79.76	78.54	79.99	77.96	-1.5296
Finance	MS	2022-10-10	79.440002	78.410004	79.720001	77.82	-1.2966
Finance	MS	2022-10-11	77.919998	77.0	78.410004	76.540001	-1.1807
Finance	MS	2022-10-12	76.989998	76.599998	77.800003	76.330002	-0.5066
Finance	MS	2022-10-13	74.980003	79.32	79.660004	74.669998	5.7882
